"Title","Year","Keywords","Agency"
"The Dynamics of House Price Capitalization and Locational Sorting: Evidence from Air Quality Changes","2012","Capitalization; House price; Valuation (finance); Economics; Sorting; Quality (philosophy); Revealed preference; Microeconomics; Panel data; Econometrics; Business; Finance; Mathematics; Philosophy; Linguistics; Algorithm; Epistemology","Chicago"
"The Dynamics of House Price Responsiveness and Locational Sorting: Evidence from Air Quality Changes","2015","House price; Sorting; Quality (philosophy); Economics; Dynamics (music); Microeconomics; Econometrics; Computer science; Psychology; Pedagogy; Philosophy; Epistemology; Programming language","Chicago"
"The Dynamics of Latino-Owned Business with Comparisons to Other Ethnicities","2016","Ethnic group; Dynamics (music); Business; Psychology; Sociology; Anthropology; Pedagogy","Texas"
"The Dynamics of the U.S. Broiler Industry","2013","Business; Poultry farming; Geography; Forestry","Triangle"
"The Early Childhood Care and Education Workforce: Understanding Changes from 1990 through 2010","2013","Workforce; Early childhood education; Child care; Economic growth; Early childhood; Psychology; Political science; Business; Demographic economics; Economics; Public relations; Developmental psychology; Medicine; Nursing","Berkeley"
"The Economic Effects of Firm Incentives and Improvements in Census Bureau Sampling Weights","2022","Economic rent; Economics; Amenity; Wage; Sign (mathematics); Work (physics); Labour economics; Quality (philosophy); Microeconomics; Mechanical engineering; Mathematical analysis; Mathematics; Finance; Engineering; Philosophy; Epistemology","Baruch"
"The economic forces driving food safety quality in meat and poultry","2008","Quality (philosophy); Food safety; Business; Poultry meat; Agricultural economics; Food quality; Marketing; Food science; Economics; Biology; Philosophy; Epistemology","Washington"
"The economic forces driving the costs of food safety regulation","2006","Sanitation; Indirect costs; Operations management; Food safety; Control (management); Risk analysis (engineering); Business; Environmental economics; Cost estimate; Public economics; Economics; Engineering; Environmental engineering; Medicine; Accounting; Management; Pathology","Washington"
"The Economic Geography of Immigrant Diversity: Disparate Impacts and New Directions","2017","Immigration; Diversity (politics); Economic geography; Productivity; Work (physics); Welfare; Sociology; Cultural diversity; Empirical research; Geography; Economic growth; Political science; Economics; Engineering; Law; Mechanical engineering; Philosophy; Archaeology; Epistemology; Anthropology","Triangle"
"The Effect of Affirmative Action on Workers' Outcomes","2021","Affirmative action; Political science; Law","Yale"
"The Effect of Child Support on Selection into Marriage and Fertility","2020","Fertility; Child support; Abortion; Economics; Ex-ante; Selection (genetic algorithm); Sex selection; Demographic economics; Labour economics; Pregnancy; Demography; Political science; Sociology; Population; Biology; Law; Macroeconomics; Genetics; Artificial intelligence; Computer science","Nebraska"
"The Effect of Environmental Regulation on Plant-Level Product Mix: A Study of EPA's Cluster Rule","2017","Paperboard; Clean Air Act; Environmental regulation; Business; Cluster (spacecraft); Product (mathematics); Product mix; Production (economics); Regulatory agency; Industrial organization; Environmental economics; Natural resource economics; Economics; Waste management; Microeconomics; Engineering; Air pollution; Ecology; Computer science; Manufacturing engineering; Mathematics; Biology; Geometry; Welfare economics; Programming language","Boston"
"The Effect of Firm Compensation Structures on Employee Mobility and Employee Entrepreneurship of Extreme Performers","2010","Entrepreneurship; Compensation (psychology); Business; Business administration; Psychology; Finance; Social psychology","Chicago"
"The Effect of Franchising on Establishment Performance in the U.S. Restaurant Industry","2019","Franchise; Business; Discretion; Marketing; Service (business); Agency (philosophy); Work (physics); Centrality; Industrial organization; Economics; Mechanical engineering; Philosophy; Epistemology; Political science; Law; Engineering; Mathematics; Combinatorics","Missouri"
"The effect of franchising on the performance of hotel segments","2018","Service quality; Quality (philosophy); Service (business); Conceptual model; Marketing; Empirical research; Psychology; Business; Behavioral modeling; Empirical evidence; Computer science; Philosophy; Epistemology; Database; Artificial intelligence","Missouri"
"The Effect of Globalization on Firm Innovation and Business Dynamism in the U.S.","2021","Typology; Space (punctuation); Economic geography; Geography; Computer science; Archaeology; Operating system","Baruch"
"The Effect of Housing Assistance Program on Labor Supply and Family Formation","2022","Disadvantaged; Real estate; Unemployment; Earnings; Labour economics; Competition (biology); Economics; State (computer science); Estate; Affect (linguistics); Empirical evidence; Economic growth; Finance; Ecology; Algorithm; Computer science; Biology; Linguistics; Philosophy; Epistemology","Penn State"
"The Effect of Hurricane Katrina on the Prevalence of Health Impairments and Disability Among Adults in New Orleans: Differences by Age, Race, and Sex","2013","Demography; Gerontology; Population; Poison control; Medicine; Suicide prevention; Injury prevention; Mental health; Occupational safety and health; Environmental health; Psychiatry; Sociology; Pathology","Michigan"
"The effect of natural disasters on migration and demographic change at the neighborhood level: U.S. hurricanes 2005-2019","2023","Earnings; Labour economics; Economics; Residence; Wage growth; Term (time); Wage; Earnings growth; Labor demand; Demographic economics; Finance; Physics; Quantum mechanics","Triangle"
"The Effect of Political Power on Labor Market Inequality:Evidence from the 1965 Voting Rights Act","2020","Labor Markets; Racial Discrimination; Public Sector Employment; Electoral Politics","Berkeley"
"The Effect of SCHIP Expansions on Health Insurance Decisions by Employers","2005","Medical Expenditure Panel Survey; Health insurance; Business; Panel data; Demographic economics; Actuarial science; Exploit; Survey data collection; Public health insurance; Panel survey; Health care; Economics; Econometrics; Economic growth; Statistics; Computer security; Mathematics; Computer science","Washington"
"The Effect of Veteran Entrepreneur Network Size and Characteristics on Perception of Efficacy of Advice","2024","Attrition; Salary; Teacher induction; Retention rate; Professional development; Psychology; Work (physics); Pedagogy; Medical education; Political science; Business; Medicine; Marketing; Engineering; Dentistry; Law; Mechanical engineering","Texas"
"The Effect of Veteran Entrepreneur Network Size and Characteristics on Perception of Efficacy of Advice","2024","Attrition; Salary; Teacher induction; Retention rate; Professional development; Psychology; Work (physics); Pedagogy; Medical education; Political science; Business; Medicine; Marketing; Engineering; Dentistry; Law; Mechanical engineering","Texas"
"The Effect of Veterans Business Outreach Centers","2023","Health care; Per capita; General partnership; Population; Business; Healthcare system; Population health; Integrator; Medicine; Nursing; Environmental health; Economics; Economic growth; Computer science; Finance; Computer network; Bandwidth (computing)","Texas"
"The Effects of Corporate Spin-offs on Productivity","2014","Productivity; Speculation; Spin offs; Spin (aerodynamics); Propensity score matching; Estimator; Sample (material); Matching (statistics); Econometrics; Industrial organization; Total factor productivity; Selection (genetic algorithm); Business; Computer science; Economics; Physics; Statistics; Mathematics; Artificial intelligence; Finance; Macroeconomics; Thermodynamics","Boston"
"The Effects of Environmental Regulation on the Competitiveness of U.S. Manufacturing","2012","Total factor productivity; Agricultural economics; Productivity; Air quality index; Oil refinery; Manufacturing sector; Air pollution; Environmental regulation; Natural resource economics; Manufacturing; Economics; Environmental science; Business; Engineering; Geography; International economics; Waste management; Economic growth; Ecology; Marketing; Meteorology; Biology","Chicago"
"The Effects of Environmental Regulation on the Competitiveness of U.S. Manufacturing","2012","Total factor productivity; Agricultural economics; Productivity; Air quality index; Oil refinery; Manufacturing sector; Air pollution; Environmental regulation; Natural resource economics; Manufacturing; Economics; Environmental science; Business; Engineering; Geography; International economics; Waste management; Economic growth; Ecology; Marketing; Meteorology; Biology","Chicago"
"The Effects of Occupational Licensing Evidence from Detailed Business-Level Data","2017","Business; Occupational licensing; Accounting; Economics; Microeconomics","Michigan"
"The Effects of Occupational Licensing: Evidence from Business-Level Data","2018","Occupational licensing; Business; Confidentiality; Entry Level; Affect (linguistics); Census; Demographic economics; Certification; Marketing; Labour economics; Medical education; Economics; Environmental health; Psychology; Medicine; Law; Management; Political science; Population; Communication; Microeconomics","Michigan"
"The Effects of Oil Prices on Regional Wage Dispersion","2015","Economics; Counterfactual thinking; Wage dispersion; Dispersion (optics); Wage; Context (archaeology); Oil price; Supply shock; Econometrics; Empirical evidence; Labour economics; Monetary economics; Efficiency wage; Monetary policy; Geography; Philosophy; Physics; Archaeology; Epistemology; Optics","Minnesota"
"The Effects of Organizational, Community, and State Regulatory Characteristics on Texas Oil and Gas Extraction Facility Venting and Flaring Practices","2019","Business; Extraction (chemistry); Environmental planning; Fossil fuel; State (computer science); Waste management; Environmental science; Engineering; Chemistry; Computer science; Chromatography; Algorithm","Texas"
"The Effects of Productivity and Demand-Specific Factors on Plant Survival and Ownership Change in the U.S. Poultry Industry","2015","Productivity; Agricultural economics; Business; Poultry farming; Total factor productivity; Economics; Natural resource economics; Agricultural science; Industrial organization; Economic growth; Biology; Geography; Forestry","Triangle"
"The Effects of Public Health Insurance on Near-elderly Mortality","2022","Receipt; Specialty; Health care; Primary care; Primary health care; Medicine; Family medicine; Nursing; Population; Environmental health; Business; Political science; Accounting; Law","Texas"
"The Effects of Scientists and Engineers on Productivity and Earnings at the Establishment Where They Work","2018","Earnings; Productivity; Work (physics); Labour economics; Economics; Business; Engineering; Accounting; Economic growth; Mechanical engineering","Boston"
"The Effects of Scientists and Engineers on Productivity and Earnings at the Establishment Where They Work","2018","Earnings; Productivity; Work (physics); Labour economics; Economics; Business; Engineering; Accounting; Economic growth; Mechanical engineering","Boston"
"The Effects of State Business Taxes on Plant Closures: Evidence from Unemployment Insurance Taxation and Multi-Establishment Firms","2023","Futures contract; Christian ministry; German; Business; Finance; Political science; Geography; Archaeology; Law","Stanford"
"The Effects of the Family and Medical Leave Act on Women's Careers","2023","Legislation; Parental leave; Family Leave; Demographic economics; Work (physics); Labour economics; Business; Maternity leave; Political science; Economics; Sick leave; Law; Engineering; Mechanical engineering","Michigan"
"The Effects of the National War Labor Board on Labor Income Inequality","2022","Corporate governance; Business; Process management; Political science; Finance","Atlanta"
"The Effects of the Real Oil Price on Regional Wage Dispersion","2017","Economics; Counterfactual thinking; Wage dispersion; Dispersion (optics); Wage; Context (archaeology); Oil price; Supply shock; Econometrics; Empirical evidence; Labour economics; Monetary economics; Efficiency wage; Monetary policy; Geography; Philosophy; Physics; Archaeology; Epistemology; Optics","Minnesota"
"The Effects of the Real Oil Price on Regional Wage Dispersion","2017","Economics; Counterfactual thinking; Wage dispersion; Dispersion (optics); Wage; Context (archaeology); Oil price; Supply shock; Econometrics; Empirical evidence; Labour economics; Monetary economics; Efficiency wage; Monetary policy; Geography; Philosophy; Physics; Archaeology; Epistemology; Optics","Minnesota"
"The Effects of Unemployment Insurance Taxation on Multi-Establishment Firms","2018","Unemployment; Business; Labour economics; Actuarial science; Economics; Macroeconomics","Stanford"
"The Emergence of Wage Discrimination in U.S. Manufacturing","2011","Wage; Economics; Labour economics","Chicago"
"The Empirics of Firm Heterogeneity and International Trade","2012","Microdata (statistics); Economics; Offshoring; International trade; Industrial organization; Economic geography; Outsourcing; Business; Population; Demography; Marketing; Sociology; Census","Boston"
"The Empirics of Firm Heterogeneity and International Trade","2012","Microdata (statistics); Economics; Offshoring; International trade; Industrial organization; Economic geography; Outsourcing; Business; Population; Demography; Marketing; Sociology; Census","Boston"
"The Employee Clientele of Corporate Leverage: Evidence from Personal Labor Income Diversification","2018","Labour economics; Leverage (statistics); Economics; Risk aversion (psychology); Business; Demographic economics; Expected utility hypothesis; Financial economics; Machine learning; Computer science","Atlanta"
"The Employee Costs of Corporate Bankruptcy","2021","Bankruptcy; Business; Human capital; Financial system; Accounting; Finance; Economics; Market economy","Triangle"
"The Enduring Impact of Economic Context on Volunteering in U.S. Communities","2023","History","Atlanta"
"The Energy Efficiency Gap and Energy Price Responsiveness in Food Processing","2020","Efficient energy use; Econometrics; Economics; Electricity; Range (aeronautics); Stochastic frontier analysis; Agricultural economics; Microeconomics; Engineering; Production (economics); Aerospace engineering; Electrical engineering","Triangle"
"The Evolution of the Energy Star Industrial Energy Performance Indicator for Benchmarking Plant Level Manufacturing Energy Use","2008","Computer science; Data science; Big data; Perspective (graphical); Data sharing; Human–computer interaction; Artificial intelligence; Medicine; Alternative medicine; Pathology; Operating system","Chicago"
"The Evolution of U.S. Retail Concentration","2024","Market concentration; Consolidation (business); Revenue; Market power; Retail market; Business; Retail sales; Salient; Market share; Quarter (Canadian coin); Monetary economics; Market structure; Industrial organization; Market economy; Economics; Marketing; Finance; Geography; Archaeology; Monopoly","Boston"
"The Evolution of U.S. Retail Concentration","2024","Market concentration; Consolidation (business); Revenue; Market power; Retail market; Business; Retail sales; Salient; Market share; Quarter (Canadian coin); Monetary economics; Market structure; Industrial organization; Market economy; Economics; Marketing; Finance; Geography; Archaeology; Monopoly","Boston"
"The Evolution of U.S. Retail Concentration","2024","Market concentration; Consolidation (business); Revenue; Market power; Retail market; Business; Retail sales; Salient; Market share; Quarter (Canadian coin); Monetary economics; Market structure; Industrial organization; Market economy; Economics; Marketing; Finance; Geography; Archaeology; Monopoly","Boston"
"The Evolution of U.S. Retail Concentration","2024","Market concentration; Consolidation (business); Revenue; Market power; Retail market; Business; Retail sales; Salient; Market share; Quarter (Canadian coin); Monetary economics; Market structure; Industrial organization; Market economy; Economics; Marketing; Finance; Geography; Archaeology; Monopoly","Boston"
"The Expanding Gender Earnings Gap: Evidence from the LEHD-2000 Census","2017","Census; Earnings; Statistic; Demographic economics; Gender gap; Differential (mechanical device); Demography; Geography; Business; Economics; Sociology; Accounting; Population; Statistics; Engineering; Mathematics; Aerospace engineering","Boston"
"The Fall of the Labor Share and the Rise of Superstar Firms","2020","Wage share; Market share; Superstar; Productivity; Economics; Labour economics; Panel data; Technical change; Business; Wage; Econometrics; Macroeconomics; Finance; Advertising; Efficiency wage","Boston"
"The Fall of the Labor Share and the Rise of Superstar Firms","2020","Wage share; Market share; Superstar; Productivity; Economics; Labour economics; Panel data; Technical change; Business; Wage; Econometrics; Macroeconomics; Finance; Advertising; Efficiency wage","Boston"
"The Firm Life Cycle Origins of the Aggregate Investment Puzzle","2023","Aggregate (composite); Investment (military); Economics; Monetary economics; Business cycle; Business; Keynesian economics; Political science; Materials science; Politics; Law; Composite material","Boston"
"The Geography of Business Dynamism and Skill Biased Technical Change","2022","Dynamism; Economic geography; Geography; Regional science; Epistemology; Philosophy","Boston"
"The Going Public Decision and the Product Market","2010","Initial public offering; Total factor productivity; Business; Product market; Productivity; Cash flow; Product (mathematics); Public offering; Economics; Finance; Industrial organization; Monetary economics; Market economy; Geometry; Mathematics; Macroeconomics; Incentive","Boston"
"The Going Public Decision and the Product Market","2010","Initial public offering; Total factor productivity; Business; Product market; Productivity; Cash flow; Product (mathematics); Public offering; Economics; Finance; Industrial organization; Monetary economics; Market economy; Geometry; Mathematics; Macroeconomics; Incentive","Boston"
"The Great Recession and a Missing Generation of Exporters","2019","Microdata (statistics); Recession; Great recession; Monetary economics; Business; Economics; International economics; Census; Labour economics; Macroeconomics; Population; Demography; Sociology","Michigan"
"The Great Recession and a Missing Generation of Exporters","2019","Microdata (statistics); Recession; Great recession; Monetary economics; Business; Economics; International economics; Census; Labour economics; Macroeconomics; Population; Demography; Sociology","Michigan"
"The Great Recession and a Missing Generation of Exporters","2019","Microdata (statistics); Recession; Great recession; Monetary economics; Business; Economics; International economics; Census; Labour economics; Macroeconomics; Population; Demography; Sociology","Michigan"
"The Health Insurance Status of Low-Wage Workers:  The Role of Workplace Composition and Marital Status","2011","Medical Expenditure Panel Survey; Wage; Generosity; Distribution (mathematics); Marital status; Low wage; Panel data; Business; Labour economics; Demographic economics; Survey data collection; Health insurance; Economics; Health care; Medicine; Environmental health; Population; Economic growth; Mathematical analysis; Statistics; Mathematics; Econometrics; Philosophy; Theology","Washington"
"The Human Factor in Acquisitions: Cross-Industry Labor Mobility and Corporate Diversification","2015","Divestment; Diversification (marketing strategy); Transferability; Business; Human capital; Productivity; Labour economics; Mergers and acquisitions; Industrial organization; Economics; Market economy; Marketing; Finance; Macroeconomics","UCLA"
"The Impact of Accounting Frauds on Labor Markets","2023","Competition (biology); Business; Industrial organization; Biology; Ecology","Stanford"
"The Impact of Aggregate Fluctuations on Superstar Business Formation","2021","Aggregate (composite); Economics; Business; Monetary economics; Materials science; Composite material","Minnesota"
"The Impact of Bank Credit on Labor Reallocation and Aggregate Industry Productivity","2018","Deregulation; Productivity; Monetary economics; Bank credit; Economics; Labour economics; Total factor productivity; Capital (architecture); Business; Market economy; Macroeconomics; History; Archaeology","USC"
"The Impact of Bank Credit on Labor Reallocation and Aggregate Industry Productivity","2018","Deregulation; Productivity; Monetary economics; Bank credit; Economics; Labour economics; Total factor productivity; Capital (architecture); Business; Market economy; Macroeconomics; History; Archaeology","USC"
"The Impact of Bank Credit on Labor Reallocation and Aggregate Industry Productivity","2018","Deregulation; Productivity; Monetary economics; Bank credit; Economics; Labour economics; Total factor productivity; Capital (architecture); Business; Market economy; Macroeconomics; History; Archaeology","USC"
"The Impact of Bank Credit on Labor Reallocation and Aggregate Industry Productivity","2018","Deregulation; Productivity; Monetary economics; Bank credit; Economics; Labour economics; Total factor productivity; Capital (architecture); Business; Market economy; Macroeconomics; History; Archaeology","USC"
"The Impact of Chinese Trade on U.S. Employment: The Good, The Bad, and The Apocryphal","2019","Relocation; Offshoring; Manufacturing; Business; China; Shock (circulatory); Human capital; Distribution (mathematics); Outsourcing; Economic geography; Economics; Market economy; Geography; Marketing; Medicine; Mathematical analysis; Mathematics; Archaeology; Computer science; Internal medicine; Programming language","Michigan"
"The Impact of Chinese Trade on U.S. Employment: The Good, The Bad, and The Apocryphal","2019","Relocation; Offshoring; Manufacturing; Business; China; Shock (circulatory); Human capital; Distribution (mathematics); Outsourcing; Economic geography; Economics; Market economy; Geography; Marketing; Medicine; Mathematical analysis; Mathematics; Archaeology; Computer science; Internal medicine; Programming language","Michigan"
"The Impact of Chinese Trade on U.S. Employment: The Good, The Bad, and The Debatable","2024","China; Decentralization; Negotiation; Authoritarianism; Economic system; Institution; Poverty reduction; Government (linguistics); Corporate governance; Economics; Economic reform; Development economics; Poverty; Business; Economic policy; Political science; Market economy; Economic growth; Democracy; Law; Finance; Linguistics; Philosophy; Politics","Michigan"
"The Impact of College Education on Old-Age Mortality: A Study of Marginal Treatment Effects","2017","Longevity; College education; Demography; Attendance; Social security; Gerontology; Medicine; Ordinary least squares; Census; Higher education; Selection bias; Psychology; Demographic economics; Economics; Sociology; Population; Econometrics; Economic growth; Market economy; Pathology","Michigan"
"The Impact of Consumer Credit Access on Employment, Earnings and Entrepreneurship","2016","Entrepreneurship; Earnings; Business; Labour economics; Economics; Finance","USC"
"The impact of consumer credit access on self-employment and entrepreneurship","2021","Entrepreneurship; Bankruptcy; Self-employment; Business; Flag (linear algebra); Credit history; Sample (material); Earnings; FLAGS register; Finance; Chemistry; Mathematics; Chromatography; Computer science; Pure mathematics; Algebra over a field; Operating system","USC"
"The Impact of Heterogeneous NOx Regulations on Distributed Electricity Generation in U.S. Manufacturing","2015","Electricity; NOx; Electricity generation; Distributed generation; Environmental economics; Business; Control (management); Electricity market; Environmental science; Industrial organization; Engineering; Renewable energy; Economics; Power (physics); Electrical engineering; Chemistry; Physics; Management; Organic chemistry; Quantum mechanics; Combustion","Triangle"
"The Impact of Immigration on Firms and Workers: Insights from the H-1B Lottery","2024","Lottery; Immigration; Business; Demographic economics; Labour economics; Economics; Political science; Law; Microeconomics","Baruch"
"The Impact of Immigration on the Labor Market Outcomes of Native Workers: Evidence Using Longitudinal Data from the LEHD","2016","Immigration; Demographic economics; Labour economics; Longitudinal data; Business; Economics; Political science; Sociology; Demography; Law","Triangle"
"The Impact of Industrial Opt-Out from Utility Sponsored Energy Efficiency Programs","2022","Productivity; Environmental regulation; Resource (disambiguation); Porter hypothesis; Industrial organization; Control (management); Economics; Environmental compliance; Business; Natural resource economics; Resource productivity; Environmental pollution; Environmental economics; Resource allocation; Environmental protection; Economic growth; Market economy; Environmental science; Computer network; Management; Computer science","Triangle"
"The Impact of Insurance Expansions on the Already Insured: The Affordable Care Act and Medicare","2020","Medicaid; Health insurance; Patient Protection and Affordable Care Act; Actuarial science; Business; Population; Health care; Demographic economics; Public economics; Medicine; Economics; Economic growth; Environmental health","Michigan"
"The Impact of Insurance Expansions on the Already Insured: The Affordable Care Act and Medicare","2020","Medicaid; Health insurance; Patient Protection and Affordable Care Act; Actuarial science; Business; Population; Health care; Demographic economics; Public economics; Medicine; Economics; Economic growth; Environmental health","Michigan"
"The Impact of Job Opportunities, Housing Costs, and Mobility Decisions on the Re-employment Experiences of Displaced Workers","2023","Displaced workers; Labour economics; Business; Job loss; Demographic economics; Economics; Unemployment; Economic growth","Boston"
"The Impact of Latino-Owned Business on Local Economic Performance","2016","Microfinance; Business; Financial system; Economics; Economic growth","Texas"
"The Impact of Lending Shocks Across the Firm Size and Age Distribution","2023","Distribution (mathematics); Economics; Econometrics; Business; Mathematics; Mathematical analysis","Austin"
"The Impact of Market Mechanisms and HACCP Regulation on Food Safety Quality","2004","Food safety; Business; Market regulation; Quality (philosophy); Food quality; Industrial organization; Risk analysis (engineering); Public economics; Economics; Food science; Market economy; Philosophy; Chemistry; Epistemology","Washington"
"The Impact of Medicaid Expansion on Employer Provision of Health Insurance","2019","Medicaid; Medical Expenditure Panel Survey; Health insurance; Workforce; Business; Actuarial science; Demographic economics; Panel data; Health care; Economics; Econometrics; Economic growth","Minnesota"
"The Impact of Minimum Quality Standards on Firm Entry, Exit and Product Quality: The Case of the Child Care Market","2005","Endogeneity; Accreditation; Business; Quality (philosophy); Competition (biology); Unintended consequences; Barriers to entry; Enforcement; Panel data; Occupational licensing; Product (mathematics); Order (exchange); Public economics; Instrumental variable; Economics; Industrial organization; Finance; Market structure; Economic growth; Microeconomics; Ecology; Philosophy; Geometry; Mathematics; Epistemology; Political science; Law; Econometrics; Biology","UCLA"
"The Impact of Parental Resources on Human Capital Investment and Labor Market Outcomes: Evidence from the Great Recession","2024","Relevance (law); Variety (cybernetics); Work (physics); Empirical research; Economics; Positive economics; Political science; Epistemology; Computer science; Mechanical engineering; Philosophy; Artificial intelligence; Law; Engineering","Wisconsin"
"The Impact of Regulation on Supply and Quality of Care in the Childcare Market","2011","Vulnerability (computing); Asset (computer security); Poverty; Capital asset; Business; Assets under management; Poverty reduction; Asset management; Human capital; Capital (architecture); Working capital; Fixed asset; Economics; Finance; Economic growth; Production (economics); Geography; Computer security; Computer science; Archaeology; Macroeconomics","UCLA"
"The Impact of Regulations on the Supply and Quality of Care in Child Care Markets","2010","Endogeneity; Exploit; Child care; Quality (philosophy); Economics; Panel data; Public economics; Demographic economics; State (computer science); Business; Labour economics; Medicine; Nursing; Philosophy; Computer security; Epistemology; Algorithm; Computer science; Econometrics","UCLA"
"The Impact of State Paid Leave Laws on Firms and Establishments: Evidence from the First Three States","2024","State (computer science); Law; Business; Political science; Mathematics; Algorithm","Boston"
"The Impact of Trade Adjustment Assistance (TAA) Benefits on Workers, and Assessing LEHD Successor-Predecessor Linkages with Researcher-Provided Data on Mass Layoffs","2022","sird; ssel; data; firms; workers","Baruch"
"The Impacts of Lower Natural Gas Prices on Jobs in the US Manufacturing Sector","2019","Convergence (economics); Economics; Gross domestic product; Proxy (statistics); Per capita; Econometrics; Per capita income; Exploit; Product (mathematics); Macroeconomics; Mathematics; Statistics; Computer science; Population; Demography; Computer security; Geometry; Sociology","Boston"
"The Impacts of Opportunity Zones on Zone Residents","2023","Microdata (statistics); Earnings; Opportunity cost; Leverage (statistics); American Community Survey; Poverty; Business; Matching (statistics); Economics; Demographic economics; Economic growth; Finance; Census; Population; Statistics; Demography; Neoclassical economics; Mathematics; Machine learning; Sociology; Computer science","Irvine"
"The Impacts of Opportunity Zones on Zone Residents","2023","Microdata (statistics); Earnings; Opportunity cost; Leverage (statistics); American Community Survey; Poverty; Business; Matching (statistics); Economics; Demographic economics; Economic growth; Finance; Census; Population; Statistics; Demography; Neoclassical economics; Mathematics; Machine learning; Sociology; Computer science","Irvine"
"The Impacts of Opportunity Zones on Zone Residents","2023","Microdata (statistics); Earnings; Opportunity cost; Leverage (statistics); American Community Survey; Poverty; Business; Matching (statistics); Economics; Demographic economics; Economic growth; Finance; Census; Population; Statistics; Demography; Neoclassical economics; Mathematics; Machine learning; Sociology; Computer science","Irvine"
"The Importance of Reallocations in Cyclical Productivity and Returns to Scale: Evidence from Plant-Level Data","2007","Microdata (statistics); Business cycle; Economics; Productivity; Returns to scale; Aggregate (composite); Econometrics; Solow residual; Monetary economics; Aggregate data; Total factor productivity; Macroeconomics; Production (economics); Growth accounting; Statistics; Mathematics; Population; Materials science; Demography; Sociology; Composite material; Census","Michigan"
"The Incidence of Carbon Taxes in U.S. Manufacturing: Lessons from Energy Cost Pass-Through","2016","Production (economics); Work (physics); Welfare; Order (exchange); Economics; Manufacturing; Microeconomics; Economic surplus; Energy (signal processing); Industrial organization; Econometrics; Environmental economics; Business; Public economics; Natural resource economics; Marketing; Statistics; Mathematics; Engineering; Finance; Market economy; Mechanical engineering","Berkeley"
"The Incidence of Carbon Taxes in U.S. Manufacturing: Lessons from Energy Cost Pass-Through","2016","Production (economics); Work (physics); Welfare; Order (exchange); Economics; Manufacturing; Microeconomics; Economic surplus; Energy (signal processing); Industrial organization; Econometrics; Environmental economics; Business; Public economics; Natural resource economics; Marketing; Statistics; Mathematics; Engineering; Finance; Market economy; Mechanical engineering","Berkeley"
"The Indirect Effects of Hurricanes: Evidence from Firm Internal Networks","2018","Situated; Cognitive science; Cognition; Psychology; Computer science; Cognitive psychology; Neuroscience; Artificial intelligence","Stanford"
"The Industrial Revolution in Services","2023","Industrial Revolution; Business; Geography; Archaeology","Chicago"
"The Industrial Revolution in Services","2023","Industrial Revolution; Business; Geography; Archaeology","Chicago"
"The Industrial Revolution in Services","2023","Industrial Revolution; Business; Geography; Archaeology","Chicago"
"The Industrial Revolution in Services","2023","Industrial Revolution; Business; Geography; Archaeology","Chicago"
"The Industry Life Cycle and Acquisitions and Investment: Does Firm Organization Matter?","2005","Business; Industrial organization; Investment (military); Monetary economics; Economics; Politics; Political science; Law","Washington"
"The Industry Life-Cycle and Financial Dependence: Does Firm Organization Matter?","2008","Phosphorus; Food security; Natural resource economics; Agriculture; Environmental science; Production (economics); Scarcity; Resource (disambiguation); Fertilizer; Phosphorite; Phosphate fertilizer; Renewable resource; Agricultural productivity; Agricultural engineering; Business; Agronomy; Renewable energy; Economics; Ecology; Chemistry; Computer science; Engineering; Biology; Computer network; Macroeconomics; Organic chemistry; Microeconomics","Washington"
"The Influence of Firm Global Supply Chains and Foreign Currency Undervaluations on U.S. Trade Disputes","2015","China; International trade; Trade war; Economics; Exchange rate; Trade barrier; National security; Confusion; International economics; Political science; Law; Finance; Psychology; Psychoanalysis","Boston"
"The Influences of Foreign Direct Investments, Intrafirm Trading, and Currency Undervaluation on U.S. Firm Trade Disputes","2014","Multinational corporation; Currency; Context (archaeology); Foreign direct investment; Business; International economics; International trade; Production (economics); Centrality; Monetary economics; Economics; Finance; Macroeconomics; Paleontology; Mathematics; Combinatorics; Biology","Boston"
"The Internal Geography of Firms","2022","Economic geography; Geography; Business","Michigan"
"The Labor Impact of Corporate Bankruptcy","2015","Corporate governance; Accounting; Fiduciary; Capital market; Business; Corporate law; Shareholder; Stakeholder; Institutional investor; Market economy; Financial system; Finance; Economics; Duty; Political science; Law; Management","Triangle"
"The Labor Market Impact of Shareholder Power: Worker-Level Evidence","2024","Corporate social responsibility; Institutional theory; Social responsibility; Political science; Positive economics; Sociology; Business; Public relations; Accounting; Social science; Economics","Chicago"
"The Labor Market Spillovers of Job Destruction","2023","Growth model; Creative destruction; Economics; Mathematical economics; Neoclassical economics","Boston"
"The large firm pay premium redux","2018","Monetary policy; Balance sheet; Channel (broadcasting); Monetary economics; Economics; Credit channel; Central bank; Transmission channel; Business; Financial system; Transmission (telecommunications); Inflation targeting; Finance; Engineering; Telecommunications","Stanford"
"The Life Cycle of Plants in India and Mexico","2014","Productivity; Divergence (linguistics); Geography; Agricultural economics; Demography; Economics; Economic growth; Sociology; Linguistics; Philosophy","Chicago"
"The Life Cycle of Plants in India and Mexico","2014","Productivity; Divergence (linguistics); Geography; Agricultural economics; Demography; Economics; Economic growth; Sociology; Linguistics; Philosophy","Chicago"
