title,year,datasets,display_author_names,raw_author_names,doi,abstract,institution_display_names,raw_affiliation_strings,detailed_affiliations,original_keywords,original_agency,keywords
Who Are the People in My Neighborhood? The 'Contextual Fallacy' of Measuring Individual Context with Census Geographies,2020,,,,https://doi.org/10.1111/gean.12192,,Pennsylvania State University; University of Colorado Boulder; Florida State University; University of Tennessee at Knoxville; Walker (United States),"Department of Geography, University of Tennessee, Knoxville, TN, USA; Department of Geography and Demography, Pennsylvania State University, 302 Walker Building, University Park, PA, 16801 USA; Department of Geography, Florida State University, Tallahassee, FL, USA; Department of Geography, University of Colorado, USA, Boulder, CO; Department of Geography, Pennsylvania State University, State College, PA, USA","Department of Geography, University of Tennessee, Knoxville, TN, USA; Department of Geography and Demography, Pennsylvania State University, 302 Walker Building, University Park, PA, 16801 USA; Department of Geography, Florida State University, Tallahassee, FL, USA; Department of Geography, University of Colorado, USA, Boulder, CO; Department of Geography, Pennsylvania State University, State College, PA, USA",Census; Statistic; Geography; Context (archaeology); Fallacy; Statistics; Census tract; American Community Survey; Meaning (existential); Econometrics; Demography; Psychology; Sociology; Population; Mathematics; Philosophy; Archaeology; Epistemology; Psychotherapist,Colorado,"Census, Statistic, Geography, Context (archaeology), Fallacy, Statistics, Census tract, American Community Survey, Meaning (existential), Econometrics, Demography, Psychology, Sociology, Population, Mathematics, Philosophy, Archaeology, Epistemology, Psychotherapist"
"Who Benefits From Productivity Growth? Direct and Indirect Effects of Local TFP Growth on Wages, Rents, and Inequality",2018,,,,https://doi.org/10.3386/w24661,,"Stanford University; University of Bologna; European Central Bank; University of Hong Kong; University of California, Berkeley; University of Chicago; Paris School of Economics; National Bureau of Economic Research","NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Booth School of Business University of Chicago 5807 South Woodlawn Avenue Chicago, IL 60637 and; Stanford, University of Bologna, USC,; LSE, NBER Labor Meeting, NYU, Oxford, Paris School of Economics,; University of California, Berkeley; participants at BEA, Bocconi, Chicago Economics and Harris, CUHK, European Central Bank,; Department of Economics 549 Evans Hall Berkeley, CA 94720-3880","NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138; Booth School of Business University of Chicago 5807 South Woodlawn Avenue Chicago, IL 60637 and; Stanford, University of Bologna, USC,; LSE, NBER Labor Meeting, NYU, Oxford, Paris School of Economics,; participants at BEA, Bocconi, Chicago Economics and Harris, CUHK, European Central Bank,; University of California, Berkeley; Department of Economics 549 Evans Hall Berkeley, CA 94720-3880",Economic rent; Economics; Total factor productivity; Labour economics; Inequality; Productivity; Wage growth; Demographic economics; Wage; Macroeconomics; Microeconomics; Mathematical analysis; Mathematics,Boston,"Economic rent, Economics, Total factor productivity, Labour economics, Inequality, Productivity, Wage growth, Demographic economics, Wage, Macroeconomics, Microeconomics, Mathematical analysis, Mathematics"
"Who Benefits From Productivity Growth? The Local and Aggregate Impacts of Local TFP Shocks on Wages, Rents, and Inequality",2015,,,,https://doi.org/10.1093/restud/rdv039,,Stanford University; University of Warwick; London School of Economics and Political Science,Stanford University; London School of Economics and Centre for Economic Performance; #N#Warwick University#N#,Stanford University; London School of Economics and Centre for Economic Performance; #N#Warwick University#N#,Endogeneity; Competition (biology); Economics; Offshoring; China; Technical change; Productivity; International trade; International economics; Total factor productivity; Panel data; Technological change; Product market; Product (mathematics); Business; Incentive; Outsourcing; Market economy; Macroeconomics; Ecology; Geometry; Mathematics; Marketing; Political science; Law; Econometrics; Biology,Boston,"Endogeneity, Competition (biology), Economics, Offshoring, China, Technical change, Productivity, International trade, International economics, Total factor productivity, Panel data, Technological change, Product market, Product (mathematics), Business, Incentive, Outsourcing, Market economy, Macroeconomics, Ecology, Geometry, Mathematics, Marketing, Political science, Law, Econometrics, Biology"
Who Files for Personal Bankruptcy in the United States?,2019,,,,https://doi.org/10.1111/joca.12280,,Stanford University; United States Census Bureau,"Stanford University; U.S. Census Bureau, Center for Economic Studies 5K034A, 4600 Silver Hill Road, Washington, DC 20233,","Stanford University; U.S. Census Bureau, Center for Economic Studies 5K034A, 4600 Silver Hill Road, Washington, DC 20233,",Bankruptcy; Census; Population; Actuarial science; American Community Survey; Demographic economics; Immigration; Business; Demography; Economics; Law; Finance; Political science; Sociology,Baruch,"Bankruptcy, Census, Population, Actuarial science, American Community Survey, Demographic economics, Immigration, Business, Demography, Economics, Law, Finance, Political science, Sociology"
Who Files for Personal Bankruptcy in the United States?,2019,,,,https://doi.org/10.1111/joca.12280,,Stanford University; United States Census Bureau,"Stanford University; U.S. Census Bureau, Center for Economic Studies 5K034A, 4600 Silver Hill Road, Washington, DC 20233,","Stanford University; U.S. Census Bureau, Center for Economic Studies 5K034A, 4600 Silver Hill Road, Washington, DC 20233,",Bankruptcy; Census; Population; Actuarial science; American Community Survey; Demographic economics; Immigration; Business; Demography; Economics; Law; Finance; Political science; Sociology,Baruch,"Bankruptcy, Census, Population, Actuarial science, American Community Survey, Demographic economics, Immigration, Business, Demography, Economics, Law, Finance, Political science, Sociology"
"Who Leaves, Where To, and Why Worry? Employee Mobility, Entrepreneurship and Effects on Source Firm Performance",2012,,,,https://doi.org/10.1002/smj.943,,"University of Minnesota; Fisher College; University of Toronto; University of Maryland, College Park","Rotman School of Management, University of Toronto, and Department of Management, University of Toronto at Scarborough, Toronto, Ontario, Canada; Carlson School of Management, University of Minnesota, Minneapolis, Minnesota, U.S.A.; Robert H. Smith School of Business, University of Maryland, College Park, Maryland, U.S.A.; Fisher College of Business, Ohio State University, Columbus, Ohio, U.S.A.","Rotman School of Management, University of Toronto, and Department of Management, University of Toronto at Scarborough, Toronto, Ontario, Canada; Carlson School of Management, University of Minnesota, Minneapolis, Minnesota, U.S.A.; Robert H. Smith School of Business, University of Maryland, College Park, Maryland, U.S.A.; Fisher College of Business, Ohio State University, Columbus, Ohio, U.S.A.",Business; Entrepreneurship; Earnings; Compensation (psychology); Quality (philosophy); Value (mathematics); Marketing; Worry; Compensation of employees; Accounting; Finance; Psychology; Philosophy; Epistemology; Machine learning; Computer science; Psychoanalysis; Anxiety; Psychiatry,Chicago,"Business, Entrepreneurship, Earnings, Compensation (psychology), Quality (philosophy), Value (mathematics), Marketing, Worry, Compensation of employees, Accounting, Finance, Psychology, Philosophy, Epistemology, Machine learning, Computer science, Psychoanalysis, Anxiety, Psychiatry"
Who Moves to Mixed-Income Neighborhoods?,2011,,,,https://doi.org/10.1016/j.regsciurbeco.2011.01.007,,University of Colorado System; Economic Research Service,"University of Colorado, United States; Economic Research Service, US Dept of Agriculture, United States","University of Colorado, United States; Economic Research Service, US Dept of Agriculture, United States",Demographic economics; Income distribution; Distribution (mathematics); Census; Dispersion (optics); Total personal income; Economics; Household income; Geography; Demography; Gross income; Public economics; Inequality; Sociology; Population; Mathematics; Mathematical analysis; Physics; Archaeology; Tax reform; Optics; State income tax,Triangle,"Demographic economics, Income distribution, Distribution (mathematics), Census, Dispersion (optics), Total personal income, Economics, Household income, Geography, Demography, Gross income, Public economics, Inequality, Sociology, Population, Mathematics, Mathematical analysis, Physics, Archaeology, Tax reform, Optics, State income tax"
Who Moves to Mixed-Income Neighborhoods?,2011,,,,https://doi.org/10.1016/j.regsciurbeco.2011.01.007,,University of Colorado System; Economic Research Service,"University of Colorado, United States; Economic Research Service, US Dept of Agriculture, United States","University of Colorado, United States; Economic Research Service, US Dept of Agriculture, United States",Demographic economics; Income distribution; Distribution (mathematics); Census; Dispersion (optics); Total personal income; Economics; Household income; Geography; Demography; Gross income; Public economics; Inequality; Sociology; Population; Mathematics; Mathematical analysis; Physics; Archaeology; Tax reform; Optics; State income tax,Triangle,"Demographic economics, Income distribution, Distribution (mathematics), Census, Dispersion (optics), Total personal income, Economics, Household income, Geography, Demography, Gross income, Public economics, Inequality, Sociology, Population, Mathematics, Mathematical analysis, Physics, Archaeology, Tax reform, Optics, State income tax"
Who Scars the Easiest? College Quality and the Effects of Graduating into a Recession,2022,,,,https://doi.org/10.2139/ssrn.4953881,,,,,Recession; Great recession; Quality (philosophy); Scars; Economics; Business; Psychology; Keynesian economics; Medicine; Physics; Surgery; Quantum mechanics,Wisconsin,"Recession, Great recession, Quality (philosophy), Scars, Economics, Business, Psychology, Keynesian economics, Medicine, Physics, Surgery, Quantum mechanics"
"Who Works for Startups? The Relation between Firm Age, Employee Age, and Growth",2014,,,,https://doi.org/10.1016/j.jfineco.2014.03.003,,Federal Reserve Board of Governors; University of North Carolina at Chapel Hill; Federal Reserve,"[University of North Carolina, Chapel Hill, USA]; Federal Reserve Board, Mailstop 97, 20th and C Streets, NW, Washington, DC 20551, USA","[University of North Carolina, Chapel Hill, USA]; Federal Reserve Board, Mailstop 97, 20th and C Streets, NW, Washington, DC 20551, USA",Young adult; Business; Labour economics; Demographic economics; Economics; Psychology; Developmental psychology,Triangle,"Young adult, Business, Labour economics, Demographic economics, Economics, Psychology, Developmental psychology"
"Who Works for Startups? The Relation between Firm Age, Employee Age, and Growth",2014,,,,https://doi.org/10.1016/j.jfineco.2014.03.003,,Federal Reserve Board of Governors; University of North Carolina at Chapel Hill; Federal Reserve,"[University of North Carolina, Chapel Hill, USA]; Federal Reserve Board, Mailstop 97, 20th and C Streets, NW, Washington, DC 20551, USA","[University of North Carolina, Chapel Hill, USA]; Federal Reserve Board, Mailstop 97, 20th and C Streets, NW, Washington, DC 20551, USA",Young adult; Business; Labour economics; Demographic economics; Economics; Psychology; Developmental psychology,Triangle,"Young adult, Business, Labour economics, Demographic economics, Economics, Psychology, Developmental psychology"
Who's Most Exposed to International Shocks? Estimating Differences in Import Price Sensitivity across U.S. Demographic Groups,2023,,,,https://doi.org/10.17016/ifdp.2023.1380,,Syracuse University; Federal Reserve Board of Governors; Federal Reserve,Board of Governors of the Federal Reserve System (U.S.); Syracuse University,Board of Governors of the Federal Reserve System (U.S.); Syracuse University,port price inflation; exchange-rate passthrough; inequality,Fed Board,"Inflation (cosmology), Economics, Demographic economics, Consumption (sociology), Coronavirus disease 2019 (COVID-19), Sample (material), Monetary economics, Medicine, Social science, Chemistry, Physics, Disease, Pathology, Chromatography, Sociology, Theoretical physics, Infectious disease (medical specialty)"
Who's Most Exposed to International Shocks? Estimating Differences in Import Price Sensitivity across U.S. Demographic Groups,2023,,,,https://doi.org/10.17016/ifdp.2023.1380,,Syracuse University; Federal Reserve Board of Governors; Federal Reserve,Board of Governors of the Federal Reserve System (U.S.); Syracuse University,Board of Governors of the Federal Reserve System (U.S.); Syracuse University,port price inflation; exchange-rate passthrough; inequality,Fed Board,"Inflation (cosmology), Economics, Demographic economics, Consumption (sociology), Coronavirus disease 2019 (COVID-19), Sample (material), Monetary economics, Medicine, Social science, Chemistry, Physics, Disease, Pathology, Chromatography, Sociology, Theoretical physics, Infectious disease (medical specialty)"
Wholesalers and Retailers in U.S. Trade,2012,,,,https://doi.org/10.3386/w15660,,London School of Economics and Political Science; Yale University; National Bureau of Economic Research; Dartmouth College,"London School of Economics Houghton Street London, WC2A 2AE United Kingdom; Yale School of Management 135 Prospect Street New Haven, CT 06520-8200; Tuck School of Business at Dartmouth 100 Tuck Hall Hanover, NH 03755 and; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138","London School of Economics Houghton Street London, WC2A 2AE United Kingdom; Yale School of Management 135 Prospect Street New Haven, CT 06520-8200; Tuck School of Business at Dartmouth 100 Tuck Hall Hanover, NH 03755 and; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138",Business; Commerce; International trade; Advertising,Boston,"Business, Commerce, International trade, Advertising"
Wholesalers and Retailers in U.S. Trade,2012,,,,https://doi.org/10.3386/w15660,,London School of Economics and Political Science; Yale University; National Bureau of Economic Research; Dartmouth College,"London School of Economics Houghton Street London, WC2A 2AE United Kingdom; Yale School of Management 135 Prospect Street New Haven, CT 06520-8200; Tuck School of Business at Dartmouth 100 Tuck Hall Hanover, NH 03755 and; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138","London School of Economics Houghton Street London, WC2A 2AE United Kingdom; Yale School of Management 135 Prospect Street New Haven, CT 06520-8200; Tuck School of Business at Dartmouth 100 Tuck Hall Hanover, NH 03755 and; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138",Business; Commerce; International trade; Advertising,Boston,"Business, Commerce, International trade, Advertising"
Whose Job is it Anyway? Coethnic Hiring in New US Ventures,2021,,,,https://doi.org/10.1086/713996,,Harvard University; National Bureau of Economic Research; Wellesley College,Wellesley College and National Bureau of Economic Research; Harvard University and National Bureau of Economic Research,Wellesley College and National Bureau of Economic Research; Harvard University and National Bureau of Economic Research,Ethnic group; Immigration; Workforce; Business; Demographic economics; Turnout; Labour economics; Political science; Economics; Economic growth; Voting; Politics; Law,Chicago,"Ethnic group, Immigration, Workforce, Business, Demographic economics, Turnout, Labour economics, Political science, Economics, Economic growth, Voting, Politics, Law"
Whose Neighborhood Now? Gentrification and Community Life in Low-Income Urban Neighborhoods,2024,,,,https://doi.org/10.1093/socpro/spaf014,,Tulane University,"Tulane University ,","Tulane University ,",Gentrification; Sociology; Low income; Demographic economics; Socioeconomics; Geography; Economic growth; Economics,Atlanta,"Gentrification, Sociology, Low income, Demographic economics, Socioeconomics, Geography, Economic growth, Economics"
"Why are Black-Owned Businesses Less Successful than White-Owned Businesses? The Role of Families, Inheritances, and Business Human Capital",2007,,,,https://doi.org/10.1086/510763,,"University of California, Santa Cruz","Foundation for Sustainable Development and University of California, Santa Cruz; University of California, Santa Cruz","Foundation for Sustainable Development and University of California, Santa Cruz; University of California, Santa Cruz",Microdata (statistics); Business; Human capital; Confidentiality; Limiting; Labour economics; White (mutation); Family business; Economics; Marketing; Market economy; Census; Law; Population; Biochemistry; Chemistry; Gene; Mechanical engineering; Demography; Sociology; Political science; Engineering,Washington,"Microdata (statistics), Business, Human capital, Confidentiality, Limiting, Labour economics, White (mutation), Family business, Economics, Marketing, Market economy, Census, Law, Population, Biochemistry, Chemistry, Gene, Mechanical engineering, Demography, Sociology, Political science, Engineering"
"Why are Black-Owned Businesses Less Successful than White-Owned Businesses? The Role of Families, Inheritances, and Business Human Capital",2007,,,,https://doi.org/10.1086/510763,,"University of California, Santa Cruz","Foundation for Sustainable Development and University of California, Santa Cruz; University of California, Santa Cruz","Foundation for Sustainable Development and University of California, Santa Cruz; University of California, Santa Cruz",Microdata (statistics); Business; Human capital; Confidentiality; Limiting; Labour economics; White (mutation); Family business; Economics; Marketing; Market economy; Census; Law; Population; Biochemistry; Chemistry; Gene; Mechanical engineering; Demography; Sociology; Political science; Engineering,Washington,"Microdata (statistics), Business, Human capital, Confidentiality, Limiting, Labour economics, White (mutation), Family business, Economics, Marketing, Market economy, Census, Law, Population, Biochemistry, Chemistry, Gene, Mechanical engineering, Demography, Sociology, Political science, Engineering"
Why Are Plant Deaths Countercyclical: Reallocation Timing or Fragility?,2006,,,,https://doi.org/10.2139/ssrn.951007,,Federal Reserve Board of Governors; Federal Reserve,Board of Governors of the Federal Reserve System - Macroeconomic Analysis Section,Board of Governors of the Federal Reserve System - Macroeconomic Analysis Section,Fragility; Economics; Financial fragility; Macroeconomics; Financial crisis; Chemistry; Physical chemistry,Washington,"Fragility, Economics, Financial fragility, Macroeconomics, Financial crisis, Chemistry, Physical chemistry"
Why Are Plant Deaths Countercyclical: Reallocation Timing or Fragility?,2006,,,,https://doi.org/10.2139/ssrn.951007,,Federal Reserve Board of Governors; Federal Reserve,Board of Governors of the Federal Reserve System - Macroeconomic Analysis Section,Board of Governors of the Federal Reserve System - Macroeconomic Analysis Section,Fragility; Economics; Financial fragility; Macroeconomics; Financial crisis; Chemistry; Physical chemistry,Washington,"Fragility, Economics, Financial fragility, Macroeconomics, Financial crisis, Chemistry, Physical chemistry"
Why Did Rent-Sharing Vanish in the U.S.?,2017,,,,https://doi.org/10.1257/jel.49.1.3,,"London School of Economics and Political Science; University of California, Berkeley; Paris School of Economics","Paris School of Economics.; University of California, Berkeley.; Nuffield College, U Oxford and London School of Economics","Paris School of Economics.; University of California, Berkeley.; Nuffield College, U Oxford and London School of Economics",Income shares; Economics; Economic inequality; Per capita income; Gross income; Income distribution; Demographic economics; Population; Labour economics; Inequality; State income tax; Public economics; Tax reform; Mathematical analysis; Demography; Mathematics; Sociology,Triangle,"Income shares, Economics, Economic inequality, Per capita income, Gross income, Income distribution, Demographic economics, Population, Labour economics, Inequality, State income tax, Public economics, Tax reform, Mathematical analysis, Demography, Mathematics, Sociology"
Why Do Employers Pay for College?,2004,,,,https://doi.org/10.1016/j.jeconom.2003.10.014,,National Bureau of Economic Research; University of Pennsylvania,"The Wharton School, University of Pennsylvania, Center for Human Resources, 308 Vance Hall, 3733 Spruce Street, Philadelphia, PA 19104-6358, USA; National Bureau of Economic Research, 1050 Massachusetts Avenue, Cambridge, MA 02138, USA","The Wharton School, University of Pennsylvania, Center for Human Resources, 308 Vance Hall, 3733 Spruce Street, Philadelphia, PA 19104-6358, USA; National Bureau of Economic Research, 1050 Massachusetts Avenue, Cambridge, MA 02138, USA",Labour economics; Quality (philosophy); Business; Economics; Actuarial science; Epistemology; Philosophy,Washington,"Labour economics, Quality (philosophy), Business, Economics, Actuarial science, Epistemology, Philosophy"
Why do Employers Retrain At-Risk Workers? The Role of Social Capital,2004,,,,https://doi.org/10.1111/j.0019-8676.2004.00337.x,,Carnegie Mellon University; Russell Sage Foundation,"The Wharton School, University of Pennsylvania, Philadelphia, and NBER. E-mail: [email protected]. Support for this study was provided by a grant from the U.S. Department of Education to the National Center for Post-secondary Improvement (NCPI) and by a grant from the Russell Sage Foundation. Thanks to Bill Carter for careful research assistance, to participants at the Carnegie Mellon/University of Pittsburgh Organizational seminar, and to Dan Levinthal for pointing me to the social capital literature.","The Wharton School, University of Pennsylvania, Philadelphia, and NBER. E-mail: [email protected]. Support for this study was provided by a grant from the U.S. Department of Education to the National Center for Post-secondary Improvement (NCPI) and by a grant from the Russell Sage Foundation. Thanks to Bill Carter for careful research assistance, to participants at the Carnegie Mellon/University of Pittsburgh Organizational seminar, and to Dan Levinthal for pointing me to the social capital literature.",Layoff; Retraining; Workforce; Labour economics; Business; Work (physics); Social capital; Social security; Human capital; Capital (architecture); Unemployment; Economics; Economic growth; Sociology; Mechanical engineering; Market economy; Archaeology; International trade; Engineering; History; Social science,Washington,"Layoff, Retraining, Workforce, Labour economics, Business, Work (physics), Social capital, Social security, Human capital, Capital (architecture), Unemployment, Economics, Economic growth, Sociology, Mechanical engineering, Market economy, Archaeology, International trade, Engineering, History, Social science"
Why Do Firms Own Production Chains?,2012,,,,https://doi.org/10.3386/w18020,,University of Chicago; National Bureau of Economic Research,"University of Chicago 1126 E 59th Street Chicago, IL 60637; Department of Economics University of Chicago 1126 East 59th Street Chicago, IL 60637 and; University of Chicago Booth School of Business 5807 S. Woodlawn Ave. Chicago, IL 60637; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138","University of Chicago Booth School of Business 5807 S. Woodlawn Ave. Chicago, IL 60637; University of Chicago 1126 E 59th Street Chicago, IL 60637; Department of Economics University of Chicago 1126 East 59th Street Chicago, IL 60637 and; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138",Production (economics); Business; Industrial organization; Commerce; Economics; Microeconomics,Chicago,"Production (economics), Business, Industrial organization, Commerce, Economics, Microeconomics"
Why Do Firms Own Production Chains?,2012,,,,https://doi.org/10.3386/w18020,,University of Chicago; National Bureau of Economic Research,"University of Chicago 1126 E 59th Street Chicago, IL 60637; Department of Economics University of Chicago 1126 East 59th Street Chicago, IL 60637 and; University of Chicago Booth School of Business 5807 S. Woodlawn Ave. Chicago, IL 60637; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138","University of Chicago Booth School of Business 5807 S. Woodlawn Ave. Chicago, IL 60637; University of Chicago 1126 E 59th Street Chicago, IL 60637; Department of Economics University of Chicago 1126 East 59th Street Chicago, IL 60637 and; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138",Production (economics); Business; Industrial organization; Commerce; Economics; Microeconomics,Chicago,"Production (economics), Business, Industrial organization, Commerce, Economics, Microeconomics"
Why Do Firms Own Production Chains?,2012,,,,https://doi.org/10.3386/w18020,,University of Chicago; National Bureau of Economic Research,"University of Chicago 1126 E 59th Street Chicago, IL 60637; Department of Economics University of Chicago 1126 East 59th Street Chicago, IL 60637 and; University of Chicago Booth School of Business 5807 S. Woodlawn Ave. Chicago, IL 60637; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138","University of Chicago Booth School of Business 5807 S. Woodlawn Ave. Chicago, IL 60637; University of Chicago 1126 E 59th Street Chicago, IL 60637; Department of Economics University of Chicago 1126 East 59th Street Chicago, IL 60637 and; NATIONAL BUREAU OF ECONOMIC RESEARCH 1050 Massachusetts Avenue Cambridge, MA 02138",Production (economics); Business; Industrial organization; Commerce; Economics; Microeconomics,Chicago,"Production (economics), Business, Industrial organization, Commerce, Economics, Microeconomics"
Why do Firms Relocate out of Clusters?,2023,,,,https://doi.org/10.1093/jnlecg/lbh027,,London School of Economics and Political Science; Organisation de Coopération et de Développement Economiques,"London School of Economics and Political Science; OECD and Sciences-Po; London School of Economics and Political Science,","London School of Economics and Political Science; OECD and Sciences-Po; London School of Economics and Political Science,",Marketing buzz; Face (sociological concept); Face-to-face; Incentive; Key (lock); Face-to-face interaction; Socialization; Imperfect; Computer science; Business; Human–computer interaction; Knowledge management; Sociology; Psychology; Economics; Social psychology; Microeconomics; Communication; Epistemology; Computer security; World Wide Web; Social science; Linguistics; Philosophy,Georgetown,"Marketing buzz, Face (sociological concept), Face-to-face, Incentive, Key (lock), Face-to-face interaction, Socialization, Imperfect, Computer science, Business, Human–computer interaction, Knowledge management, Sociology, Psychology, Economics, Social psychology, Microeconomics, Communication, Epistemology, Computer security, World Wide Web, Social science, Linguistics, Philosophy"
Why Do Higher-Income Households Choose Low-Income Neighbourhoods? Pioneering or Thrift?,2013,,,,https://doi.org/10.1177/0042098012474511,,,Strategies to Reduce Inequality,Strategies to Reduce Inequality,Neighbourhood (mathematics); Metropolitan area; Demographic economics; Economics; Geography; Mathematics; Mathematical analysis; Archaeology,Baruch,"Neighbourhood (mathematics), Metropolitan area, Demographic economics, Economics, Geography, Mathematics, Mathematical analysis, Archaeology"
Why Immigrants Leave New Destinations and Where Do They Go?,2013,,,,,,,,,Destinations; Immigration; Metropolitan area; Demographic economics; Geography; Population; Latin Americans; Political science; Demography; Economics; Sociology; Tourism; Archaeology; Law,Cornell,"Destinations, Immigration, Metropolitan area, Demographic economics, Geography, Population, Latin Americans, Political science, Demography, Economics, Sociology, Tourism, Archaeology, Law"
"Why is Pollution from U.S. Manufacturing Declining? The Roles of Environmental Regulation, Productivity, and Trade",2018,,,,https://doi.org/10.2139/ssrn.3160315,,"University of California, Berkeley; National Bureau of Economic Research","University of California, Berkeley  - Haas School of Business; University of California, Berkeley; National Bureau of Economic Research (NBER)","University of California, Berkeley  - Haas School of Business; University of California, Berkeley; National Bureau of Economic Research (NBER)",Productivity; Environmental regulation; Natural resource economics; Pollution; Economics; International trade; Business; Economic growth; Ecology; Biology,Berkeley,"Productivity, Environmental regulation, Natural resource economics, Pollution, Economics, International trade, Business, Economic growth, Ecology, Biology"
"Why is Pollution from U.S. Manufacturing Declining? The Roles of Environmental Regulation, Productivity, and Trade",2018,,,,https://doi.org/10.2139/ssrn.3160315,,"University of California, Berkeley; National Bureau of Economic Research","University of California, Berkeley  - Haas School of Business; University of California, Berkeley; National Bureau of Economic Research (NBER)","University of California, Berkeley  - Haas School of Business; University of California, Berkeley; National Bureau of Economic Research (NBER)",Productivity; Environmental regulation; Natural resource economics; Pollution; Economics; International trade; Business; Economic growth; Ecology; Biology,Berkeley,"Productivity, Environmental regulation, Natural resource economics, Pollution, Economics, International trade, Business, Economic growth, Ecology, Biology"
"Why is Pollution from U.S. Manufacturing Declining? The Roles of Environmental Regulation, Productivity, and Trade",2018,,,,https://doi.org/10.2139/ssrn.3160315,,"University of California, Berkeley; National Bureau of Economic Research","University of California, Berkeley  - Haas School of Business; University of California, Berkeley; National Bureau of Economic Research (NBER)","University of California, Berkeley  - Haas School of Business; University of California, Berkeley; National Bureau of Economic Research (NBER)",Productivity; Environmental regulation; Natural resource economics; Pollution; Economics; International trade; Business; Economic growth; Ecology; Biology,Berkeley,"Productivity, Environmental regulation, Natural resource economics, Pollution, Economics, International trade, Business, Economic growth, Ecology, Biology"
"Why is Pollution from U.S. Manufacturing Declining? The Roles of Environmental Regulation, Productivity, and Trade",2018,,,,https://doi.org/10.2139/ssrn.3160315,,"University of California, Berkeley; National Bureau of Economic Research","University of California, Berkeley  - Haas School of Business; University of California, Berkeley; National Bureau of Economic Research (NBER)","University of California, Berkeley  - Haas School of Business; University of California, Berkeley; National Bureau of Economic Research (NBER)",Productivity; Environmental regulation; Natural resource economics; Pollution; Economics; International trade; Business; Economic growth; Ecology; Biology,Berkeley,"Productivity, Environmental regulation, Natural resource economics, Pollution, Economics, International trade, Business, Economic growth, Ecology, Biology"
Why is Productivity Correlated with Competition?,2020,,,,https://doi.org/10.3982/ecta12926,,Columbia University,"Economics Division, Columbia Business School, Columbia University","Economics Division, Columbia Business School, Columbia University",Productivity; Economics; Competition (biology); Selection (genetic algorithm); Microeconomics; Econometrics; Instrumental variable; Empirical evidence; Quantile regression; Macroeconomics; Ecology; Artificial intelligence; Computer science; Biology; Philosophy; Epistemology,Michigan,"Productivity, Economics, Competition (biology), Selection (genetic algorithm), Microeconomics, Econometrics, Instrumental variable, Empirical evidence, Quantile regression, Macroeconomics, Ecology, Artificial intelligence, Computer science, Biology, Philosophy, Epistemology"
Why Some Firms Export,2004,,,,https://doi.org/10.1162/003465304323031111,,Peterson Institute for International Economics; National Bureau of Economic Research,Institute for International Economics; Tuck School of Business at Dartmouth and National Bureau of Economic Research,Institute for International Economics; Tuck School of Business at Dartmouth and National Bureau of Economic Research,Promotion (chess); Business; Panel data; International trade; Government (linguistics); Industrial organization; International economics; Economics; Econometrics; Linguistics; Philosophy; Politics; Political science; Law,Boston,"Promotion (chess), Business, Panel data, International trade, Government (linguistics), Industrial organization, International economics, Economics, Econometrics, Linguistics, Philosophy, Politics, Political science, Law"
Why Some Firms Export,2004,,,,https://doi.org/10.1162/003465304323031111,,Peterson Institute for International Economics; National Bureau of Economic Research,Institute for International Economics; Tuck School of Business at Dartmouth and National Bureau of Economic Research,Institute for International Economics; Tuck School of Business at Dartmouth and National Bureau of Economic Research,Promotion (chess); Business; Panel data; International trade; Government (linguistics); Industrial organization; International economics; Economics; Econometrics; Linguistics; Philosophy; Politics; Political science; Law,Boston,"Promotion (chess), Business, Panel data, International trade, Government (linguistics), Industrial organization, International economics, Economics, Econometrics, Linguistics, Philosophy, Politics, Political science, Law"
